artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),type
['Miles Davis Quintet'],[424302],0.574,0.587,0.874,140.415,-9.219,0,5,0.704,0.00282,0.14,0.0423,0,414933,20,1957,1957,Love Me Or Leave Me - Rudy Van Gelder Remaster,Jazz
['Miles Davis Quintet'],[424302],0.476,0.563,0.615,176.699,-9.241,1,3,0.788,0.00332,0.317,0.122,0,621213,20,1957,1957,***** By Five - Rudy Van Gelder Remaster,Jazz
['Miles Davis Quintet'],[424302],0.563,0.397,0.398,122.819,-9.534,1,10,0.613,8.8e-06,0.0829,0.0357,0,542587,21,1961,1961,Surrey With The Fringe On Top,Jazz
['Miles Davis Quintet'],[424302],0.587,0.413,0.675,132.694,-7.771,1,10,0.795,0.204,0.0836,0.0582,0,353827,14,1958,1958,Oleo - Edited Without False Start,Jazz
['Miles Davis Quintet'],[424302],0.525,0.383,0.403,136.307,-9.513,0,0,0.53,1.17e-06,0.113,0.0368,0,467627,18,1961,1961,Diane,Jazz
['Miles Davis Quintet'],[424302],0.454,0.179,0.221,115.418,-12.891,1,0,0.664,1.54e-06,0.1,0.0331,0,371987,19,1961,1961,********* I Dreamed Last *****,Jazz
['Miles Davis Quintet'],[424302],0.544,0.328,0.303,92.037,-10.739,1,5,0.815,0.000446,0.13,0.0345,0,446453,15,1956,1956-04,Just Squeeze Me,Jazz
['Miles Davis Quintet'],[424302],0.338,0.154,0.104,58.603,-14.663,0,2,0.945,0.00434,0.124,0.0434,0,317480,15,1956,1956-04,There Is No Greater Love,Jazz
['Miles Davis Quintet'],[424302],0.5,0.582,0.541,121.397,-8.128,0,2,0.703,0.00118,0.364,0.0557,0,789520,17,1957,1957,Tune Up/When Lights Are Low,Jazz
['Miles Davis Quintet'],[424302],0.412,0.127,0.192,177.337,-13.083,1,10,0.91,0.000262,0.237,0.0612,0,318667,13,1958,1958,You're My Everything - Original Version With False Start,Jazz
['Miles Davis Quintet'],[424302],0.603,0.462,0.564,90.371,-8.421,1,5,0.667,0.0024,0.245,0.0456,0,497240,22,1958,1958,If I Were A Bell - Rudy Van Gelder Remaster,Jazz
['Miles Davis Quintet'],[424302],0.437,0.136,0.203,68.837,-12.626,1,5,0.856,2.62e-06,0.0835,0.0322,0,263907,19,1961,1961,When I Fall In Love - Rudy Van Gelder Remaster,Jazz
['Miles Davis Quintet'],[424302],0.503,0.885,0.292,92.365,-6.148,0,3,0.525,0.0059,0.127,0.0815,0,365467,19,1961,1961,Salt Peanuts - Rudy Van Gelder Remaster,Jazz
['Miles Davis Quintet'],[424302],0.528,0.459,0.426,81.436,-8.593,1,1,0.792,0.0964,0.102,0.057,0,322013,13,1956,1956-04,Stablemates,Jazz
['Miles Davis Quintet'],[424302],0.547,0.731,0.635,132.229,-7.083,0,2,0.491,0.0123,0.477,0.0495,0,278160,12,1956,1956-04,How Am I To Know?,Jazz
['Miles Davis Quintet'],[424302],0.517,0.649,0.654,122.631,-7.695,1,10,0.635,0.004,0.315,0.0421,0,313920,13,1956,1956-04,S’Posin’,Jazz
['Miles Davis Quintet'],[424302],0.474,0.466,0.604,176.172,-10.899,1,3,0.754,0.04,0.194,0.0836,0,595733,16,1957,1957,***** By Five - Rudy Van Gelder Remaster,Jazz
['Miles Davis Quintet'],[424302],0.536,0.115,0.209,67.861,-15.055,0,0,0.91,0.00214,0.116,0.0455,0,359067,16,1957,1957,My Funny Valentine - Rudy Van Gelder Remaster,Jazz
['Miles Davis Quintet'],[424302],0.602,0.591,0.738,114.156,-6.193,0,0,0.641,0.0232,0.226,0.038,0,310227,12,1958,1958,I Could Write A Book,Jazz
['Miles Davis Quintet'],[424302],0.608,0.438,0.58,93.573,-9.368,1,1,0.332,7.84e-05,0.202,0.035,0,398360,11,1958,1958,It Could Happen To You,Jazz
['Miles Davis Quintet'],[424302],0.536,0.682,0.56,117.695,-7.131,1,5,0.715,0.00542,0.359,0.051,0,377867,16,1961,1961,Well You Needn't,Jazz
['Miles Davis'],[423829],0.497,0.19,0.198,113.42,-11.123,0,10,0.783,0.000622,0.162,0.0453,0,354773,7,1955,1955,'Round ********,Jazz
['Miles Davis'],[423829],0.516,0.193,0.281,137.024,-15.391,0,9,0.644,0.000198,0.115,0.035,0,561133,6,1955,1955,So What,Jazz
['Miles Davis'],[423829],0.452,0.883,0.817,85.322,-4.015,1,1,0.309,0.121,0.458,0.201,0,310400,7,1955,1955,Two **** Hit,Jazz
['Miles Davis'],[423829],0.33,0.0271,0.132,62.245,-22.637,0,2,0.796,0.00171,0.103,0.0402,0,334227,6,1955,1955,**** In Green,Jazz
['Miles Davis'],[423829],0.617,0.32,0.347,94.77,-12.087,1,7,0.53,0.00379,0.115,0.0809,0,399427,6,1955,1955,Dear Old Stockholm - alternate take,Jazz
['Miles Davis'],[423829],0.467,0.0438,0.227,121.318,-17.101,0,2,0.908,0.0129,0.134,0.0433,0,571200,7,1955,1955,Flamenco Sketches - alternate take,Jazz
['Miles Davis'],[423829],0.403,0.56,0.693,101.278,-10.264,1,8,0.639,0.0,0.309,0.0328,0,265227,13,1956,1956,Willie The Wailer,Jazz
['Miles Davis'],[423829],0.435,0.269,0.822,175.579,-15.875,0,5,0.959,0.413,0.303,0.097,0,182440,14,1956,1956,Whispering,Jazz
['Miles Davis'],[423829],0.464,0.317,0.617,145.966,-17.162,1,3,0.918,0.757,0.108,0.0409,0,140907,14,1956,1956,Morpheus,Jazz
['Miles Davis'],[423829],0.394,0.47,0.792,119.745,-11.902,1,7,0.707,1.99e-06,0.31,0.0387,0,359333,14,1956,1956,Floppy,Jazz
['Miles Davis'],[423829],0.509,0.274,0.361,115.09,-10.037,0,10,0.935,0.842,0.365,0.0356,0,423600,11,1956,1956,'Round ******** - Rudy Van Gelder Remaster,Jazz
['Miles Davis'],[423829],0.552,0.483,0.718,118.149,-9.589,0,9,0.457,0.000476,0.0877,0.0351,0,342907,13,1956,1956,Milestones,Jazz
['Miles Davis'],[423829],0.343,0.118,0.482,171.52,-21.444,1,8,0.991,0.963,0.129,0.0406,0,168467,12,1956,1956,**** Room - Take *,Jazz
['Miles Davis'],[423829],0.622,0.166,0.66,122.535,-15.586,0,5,0.947,0.642,0.145,0.0872,0,170667,13,1956,1956,Down,Jazz
['Miles Davis'],[423829],0.118,0.0552,0.0434,80.102,-18.373,0,2,0.978,0.89,0.0726,0.0327,0,269533,12,1956,1956,My Ship,Jazz
['Miles Davis'],[423829],0.381,0.451,0.697,80.36,-12.221,0,9,0.431,5.36e-06,0.0895,0.0825,0,351147,14,1958,9/2/1958,Dr. Jekyll - Mono Version,Jazz
['Miles Davis'],[423829],0.495,0.384,0.506,150.138,-8.88,1,0,0.903,0.206,0.103,0.0365,0,570040,16,1959,1959,Bemsha Swing,Jazz
['Miles Davis'],[423829],0.578,0.486,0.604,93.982,-8.266,1,10,0.85,0.308,0.163,0.0356,0,642947,16,1959,1959,Swing Spring,Jazz
['Miles Davis'],[423829],0.513,0.113,0.268,140.629,-12.011,0,11,0.788,0.0,0.1,0.0354,0,229227,14,1960,1/1/1960,Will o' the Wisp - Mono Version,Jazz
['Miles Davis'],[423829],0.554,0.46,0.531,134.048,-10.798,0,0,0.413,1.82e-06,0.287,0.0452,0,515067,16,1961,1/1/1961,Pfrancing - Mono Version,Jazz
['Miles Davis'],[423829],0.429,0.154,0.218,97.85,-15.4,0,2,0.908,0.00201,0.0907,0.0326,0,271733,16,1961,1/1/1961,Drad *** - Mono Version,Jazz
['Miles Davis'],[423829],0.473,0.509,0.652,132.556,-11.208,1,7,0.0375,0.0017,0.173,0.0371,0,275960,26,1967,1967-01,Orbits,Jazz
['Miles Davis'],[423829],0.491,0.217,0.251,99.084,-14.671,0,0,0.752,0.00414,0.325,0.0323,0,306200,34,1976,11/2/1976,Water Babies,Jazz
['Miles Davis'],[423829],0.553,0.435,0.391,126.354,-9.837,1,11,0.302,0.000292,0.0568,0.0312,0,391000,33,1981,1981-07,The Man With the Horn,Jazz
['Miles Davis'],[423829],0.669,0.783,0.75,88.009,-4.692,1,7,0.0137,0.00517,0.0704,0.208,0,297440,47,1992,6/26/1992,The Doo-Bop Song,Jazz
['Miles Davis'],[423829],0.557,0.468,0.529,77.562,-9.419,1,1,0.467,0.00069,0.285,0.0542,0,470640,4,1955,1955,Little Melonae,Jazz
['Miles Davis'],[423829],0.48,0.638,0.692,72.814,-13.065,1,7,0.387,0.000553,0.615,0.0542,0,250627,3,1955,1955,Two **** Hit,Jazz
['Miles Davis'],[423829],0.545,0.0456,0.508,80.019,-34.403,1,11,0.0845,0.0,0.0973,0.418,0,41400,3,1955,1955,Miles Davis Comments,Jazz
['Miles Davis'],[423829],0.497,0.349,0.45,142.342,-11.811,0,0,0.602,0.115,0.105,0.0387,0,572400,5,1955,1955,Teo,Jazz
['Miles Davis'],[423829],0.45,0.566,0.877,95.829,-10.623,0,0,0.507,3.2e-06,0.238,0.0396,0,422413,13,1956,1956,The Serpent's Tooth - Take *,Jazz
['Miles Davis'],[423829],0.238,0.0583,0.0354,130.444,-18.879,1,9,0.947,0.922,0.109,0.0401,0,250827,12,1956,1956,In A Silent Way - Original LP Excerpt,Jazz
['Miles Davis'],[423829],0.367,0.345,0.607,114.941,-12.851,0,9,0.875,0.208,0.203,0.0345,0,208107,14,1957,1/1/1957,Springsville - Mono Version,Jazz
['Miles Davis'],[423829],0.293,0.0539,0.0427,117.21,-20.411,0,7,0.971,0.737,0.109,0.0358,0,235533,13,1957,1/1/1957,The Maids of Cadiz - Mono Version,Jazz
['Miles Davis'],[423829],0.518,0.269,0.389,108.897,-14.017,0,0,0.523,0.000735,0.251,0.0373,0,787960,13,1958,9/2/1958,Sid's Ahead - Mono Version,Jazz
['Miles Davis'],[423829],0.461,0.409,0.354,96.553,-9.37,0,5,0.887,0.191,0.137,0.0344,0,509333,14,1959,1959,The Man I Love - Take * / Rudy Van Gelder Remaster,Jazz
['Miles Davis'],[423829],0.497,0.423,0.45,129.338,-13.87,0,7,0.241,0.244,0.646,0.0449,0,721093,15,1962,1962,So What - Live,Jazz
['Miles Davis'],[423829],0.263,0.0518,0.0411,114.505,-21.276,0,9,0.983,0.911,0.119,0.0356,0,203867,20,1963,12/16/1963,Once Upon a Summertime,Jazz
['Miles Davis'],[423829],0.447,0.247,0.391,121.418,-16.015,0,9,0.82,0.959,0.104,0.0341,0,255160,19,1963,12/16/1963,Aos Pes Da Cruz,Jazz
['Miles Davis'],[423829],0.483,0.0448,0.218,112.794,-15.235,0,0,0.814,0.000575,0.116,0.0366,0,362093,20,1963,1963-10,Summer *****,Jazz
['Miles Davis'],[423829],0.576,0.0521,0.232,82.715,-18.598,1,1,0.782,0.00434,0.115,0.036,0,530040,22,1965,1965-11,Mood,Jazz
['Miles Davis'],[423829],0.457,0.195,0.206,94.571,-12.237,1,1,0.835,0.0633,0.132,0.0346,0,510893,22,1965,1965-11,Iris,Jazz
['Miles Davis'],[423829],0.544,0.524,0.622,99.163,-13.851,0,5,0.0394,0.0656,0.123,0.0546,0,433333,25,1967,1967-01,Freedom Jazz Dance (Evolution of the Groove),Jazz
['Miles Davis'],[423829],0.392,0.549,0.444,126.03,-13.198,1,0,0.144,3.54e-05,0.222,0.054,0,392693,25,1967,10/23/1967,Prince of Darkness,Jazz
['Miles Davis'],[423829],0.473,0.223,0.0998,119.572,-13.721,1,7,0.556,0.00392,0.154,0.0383,0,395267,26,1968,1968-03,Fall,Jazz
['Miles Davis'],[423829],0.482,0.382,0.145,138.131,-13.779,1,3,0.0425,0.0362,0.25,0.0502,0,1126440,33,1983,1/1/1983,Star People,Jazz
['Miles Davis'],[423829],0.593,0.231,0.474,115.552,-16.335,0,10,0.728,0.00186,0.0622,0.0461,0,433707,3,1955,1955,Fran-Dance,Jazz
['Miles Davis'],[423829],0.481,0.665,0.688,83.678,-7.342,0,7,0.183,3.21e-06,0.1,0.0965,0,345893,4,1955,1955,Dr. ******,Jazz
['Miles Davis'],[423829],0.54,0.436,0.384,109.857,-8.846,1,8,0.23,0.000119,0.107,0.0377,0,779040,4,1955,1955,Sid's Ahead,Jazz
['Miles Davis'],[423829],0.46,0.742,0.694,134.246,-8.699,1,0,0.451,0.0712,0.0859,0.0545,0,430360,5,1955,1955,Billy Boy,Jazz
['Miles Davis'],[423829],0.39,0.697,0.627,104.696,-10.338,0,5,0.289,5.58e-05,0.925,0.0682,0,638733,5,1955,1955,Oleo - live,Jazz
['Miles Davis'],[423829],0.496,0.23,0.376,121.581,-12.69,0,10,0.912,0.687,0.304,0.0383,0,427333,9,1956,1956,'Round ********,Jazz
['Miles Davis'],[423829],0.521,0.453,0.594,118.823,-12.578,1,10,0.244,0.431,0.0784,0.0347,0,841400,11,1956,1956,Miles Runs the Voodoo Down,Jazz
['Miles Davis'],[423829],0.6,0.258,0.373,123.217,-13.177,1,0,0.638,0.0004,0.111,0.0538,0,477988,12,1957,3/18/1957,Bye Bye Blackbird - Mono Version,Jazz
['Miles Davis'],[423829],0.403,0.147,0.407,115.219,-16.893,1,0,0.971,0.857,0.166,0.0319,0,212813,13,1957,1/1/1957,Miles Ahead - Mono Version,Jazz
['Miles Davis'],[423829],0.473,0.512,0.725,133.709,-14.506,1,0,0.788,0.611,0.0788,0.0522,0,434893,12,1958,9/2/1958,Billy Boy - Mono Version,Jazz
['Miles Davis'],[423829],0.465,0.65,0.787,90.703,-9.932,1,1,0.315,0.037,0.418,0.0976,0,314493,12,1958,9/2/1958,Two **** Hit - Mono Version,Jazz
['Miles Davis'],[423829],0.442,0.119,0.436,106.449,-14.687,0,5,0.691,0.0,0.154,0.03,0,198507,14,1959,1/1/1959,Summertime - Mono Version,Jazz
['Miles Davis'],[423829],0.44,0.459,0.523,149.285,-10.074,0,0,0.495,0.299,0.109,0.036,0,576547,14,1961,1/1/1961,Teo - Mono Version,Jazz
['Miles Davis'],[423829],0.45,0.481,0.581,135.907,-11.189,1,0,0.301,3.53e-06,0.39,0.0323,0,235293,21,1965,1965-11,R.J.,Jazz
['Miles Davis'],[423829],0.659,0.542,0.552,137.629,-15.093,1,9,0.458,9.68e-05,0.0443,0.0965,0,314667,30,1972,10/11/1972,Black Satin,Jazz
['Miles Davis'],[423829],0.61,0.865,0.599,115.507,-9.806,1,8,0.591,0.16,0.215,0.048,0,1195893,30,1972,10/11/1972,On the Corner / New York **** / Thinkin' of One Thing and Doin' Another / Vote for Miles,Jazz
['Miles Davis'],[423829],0.429,0.496,0.202,118.769,-12.724,0,5,0.0962,0.266,0.114,0.0413,0,1706973,30,1974,4/19/1974,Go Ahead John,Jazz
['Miles Davis'],[423829],0.429,0.285,0.039,123.671,-15.843,1,8,0.799,0.875,0.0882,0.0353,0,1933000,27,1974,11/22/1974,He Loved Him Madly,Jazz
['Miles Davis'],[423829],0.58,0.389,0.387,127.115,-13.211,1,7,0.176,0.0328,0.0961,0.0303,0,420720,31,1981,1981,Water on the Pond,Jazz
['Miles Davis'],[423829],0.408,0.574,0.629,144.245,-9.614,0,2,0.308,0.0,0.198,0.0361,0,328467,11,1956,1956,E.S.P.,Jazz
['Miles Davis'],[423829],0.487,0.634,0.891,104.259,-10.273,0,0,0.513,9.52e-06,0.254,0.0358,0,378707,8,1956,1956,The Serpent's Tooth - Take *,Jazz
['Miles Davis'],[423829],0.106,0.0325,0.04,72.979,-21.328,0,2,0.992,0.934,0.207,0.0366,0,270760,12,1957,1/1/1957,My Ship - Mono Version,Jazz
['Miles Davis'],[423829],0.457,0.125,0.166,116.651,-17.574,1,0,0.894,0.645,0.226,0.0362,0,217027,12,1957,1/1/1957,The Duke - Mono Version,Jazz
['Miles Davis'],[423829],0.32,0.067,0.0821,136.014,-18.676,1,10,0.963,0.925,0.137,0.0316,0,322960,12,1957,1/1/1957,***** for Pablo - Mono Version,Jazz
['Miles Davis'],[423829],0.324,0.139,0.154,118.395,-15.343,0,2,0.623,0.000901,0.316,0.0321,0,249173,13,1959,1/1/1959,Buzzard Song - Mono Version,Jazz
['Miles Davis'],[423829],0.453,0.306,0.291,133.228,-12.156,0,2,0.678,0.016,0.187,0.039,0,737533,12,1960,1/1/1960,Solea - Mono Version,Jazz
['Miles Davis'],[423829],0.178,0.106,0.194,74.745,-14.749,1,3,0.766,0.943,0.667,0.036,0,242840,12,1962,1962,Spring Is Here - Live,Jazz
['Miles Davis'],[423829],0.408,0.489,0.567,138.432,-12.614,0,7,0.0424,0.000274,0.368,0.0409,0,379667,24,1967,1967-01,Dolores,Jazz
['Miles Davis'],[423829],0.355,0.558,0.647,141.219,-12.452,1,3,0.0774,0.000787,0.384,0.0437,0,464000,23,1967,1967-01,Gingerbread Boy,Jazz
['Miles Davis'],[423829],0.4,0.512,0.17,99.18,-9.094,0,10,0.534,0.276,0.104,0.0348,0,1618693,28,1970,1970-04,**** Brew,Jazz
['Miles Davis'],[423829],0.437,0.516,0.324,85.058,-10.29,1,0,0.487,0.426,0.176,0.0402,0,1204853,28,1970,1970-04,Pharaoh's Dance,Jazz
['Miles Davis'],[423829],0.314,0.494,0.299,95.613,-14.247,1,8,0.236,0.0116,0.937,0.0506,0,618733,4,1955,1955,My Funny Valentine - live,Jazz
['Miles Davis'],[423829],0.463,0.781,0.686,72.443,-4.968,1,1,0.429,0.0217,0.609,0.155,0,269693,4,1955,1955,Two **** Hit - alternate take,Jazz
['Miles Davis'],[423829],0.581,0.556,0.595,112.589,-6.14,1,5,0.404,0.00336,0.233,0.0322,0,358707,4,1955,1955,Milestones - alternate take,Jazz
['Miles Davis'],[423829],0.663,0.253,0.357,114.591,-12.749,1,3,0.813,0.00339,0.0893,0.0355,0,411720,9,1956,1956,Vierd ***** - Rudy Van Gelder Remaster,Jazz
['Miles Davis'],[423829],0.469,0.657,0.858,123.473,-9.715,1,8,0.373,2e-05,0.126,0.039,0,346653,8,1956,1956,Compulsion,Jazz
['Miles Davis'],[423829],0.58,0.229,0.58,78.967,-12.758,0,2,0.908,0.12,0.209,0.0327,0,186160,10,1957,1/1/1957,I Don't Wanna Be Kissed (By Anyone But You) - Mono Version,Jazz
['Miles Davis'],[423829],0.435,0.172,0.527,167.037,-16.038,1,5,0.952,0.286,0.236,0.043,0,278440,11,1957,1/1/1957,New Rhumba - Mono Version,Jazz
['Miles Davis'],[423829],0.22,0.0405,0.113,103.683,-17.864,0,2,0.982,0.425,0.193,0.0368,0,169400,10,1957,1/1/1957,The Meaning of the ***** - Mono Version,Jazz
['Miles Davis'],[423829],0.528,0.109,0.238,113.565,-15.463,0,0,0.853,0.00187,0.137,0.0465,0,361659,10,1957,3/18/1957,'Round ******** - Mono Version,Jazz
['Miles Davis'],[423829],0.298,0.0448,0.0574,54.356,-17.281,0,2,0.988,0.875,0.12,0.0354,0,137840,11,1957,1/1/1957,Lament - Mono Version,Jazz
['Miles Davis'],[423829],0.26,0.107,0.292,130.418,-15.37,0,5,0.97,0.808,0.124,0.0342,0,280187,12,1959,1/1/1959,Prayer (Oh Doctor Jesus) - Mono Version,Jazz
['Miles Davis'],[423829],0.539,0.557,0.639,117.887,-11.397,1,8,0.235,2.38e-05,0.0685,0.0836,0,220560,13,1959,1/1/1959,Gone - Mono Version,Jazz
['Miles Davis'],[423829],0.427,0.367,0.284,116.206,-11.99,1,7,0.923,0.869,0.619,0.0564,0,308493,12,1960,1/1/1960,Saeta - Mono Version,Jazz
['Miles Davis'],[423829],0.296,0.198,0.243,72.442,-14.709,0,4,0.881,0.00165,0.344,0.0375,0,234813,12,1960,1/1/1960,The Pan Piper - Mono Version,Jazz
['Miles Davis'],[423829],0.452,0.444,0.496,95.924,-11.76,0,2,0.355,0.646,0.414,0.0306,0,550333,13,1962,1962,Teo - Live,Jazz
['Miles Davis'],[423829],0.531,0.479,0.827,77.305,-9.99,1,3,0.221,0.0382,0.198,0.106,0,439360,12,1962,1962,Oleo - Live,Jazz
['Miles Davis'],[423829],0.258,0.168,0.0646,109.825,-15.724,0,2,0.841,0.753,0.092,0.0314,0,242533,16,1963,12/16/1963,Wait Till You See Her,Jazz
['Miles Davis'],[423829],0.433,0.298,0.296,133.973,-14.737,1,0,0.798,0.572,0.122,0.0314,0,537707,23,1967,10/23/1967,Masqualero,Jazz
['Miles Davis'],[423829],0.423,0.119,0.125,128.223,-20.357,1,6,0.931,0.504,0.18,0.0333,0,292387,23,1967,10/23/1967,**** Wee,Jazz
['Miles Davis'],[423829],0.399,0.542,0.43,129.725,-13.183,1,6,0.246,0.763,0.0807,0.0476,0,336760,24,1968,1968-11,Frelon brun,Jazz
['Miles Davis'],[423829],0.452,0.511,0.343,106.154,-10.605,1,7,0.106,0.00077,0.215,0.0374,0,305400,24,1968,1968-03,Pinocchio,Jazz
['Miles Davis'],[423829],0.374,0.621,0.334,130.154,-8.775,1,7,0.0133,0.000277,0.215,0.0395,0,534573,24,1968,1968-03,**** Jive,Jazz
['Miles Davis'],[423829],0.534,0.524,0.582,118.84,-9.931,1,10,0.249,0.418,0.096,0.0332,0,841747,26,1970,1970-04,Miles Runs the Voodoo Down,Jazz
['Miles Davis'],[423829],0.252,0.0363,0.0331,71.098,-21.731,1,7,0.956,0.00991,0.0825,0.0483,0,363027,34,1989,5/18/1989,White,Jazz
['Miles Davis'],[423829],0.803,0.486,0.247,111.231,-13.225,0,6,0.00187,0.906,0.626,0.169,0,236200,43,1992,6/26/1992,Mystery,Jazz
['Miles Davis'],[423829],0.376,0.764,0.584,114.124,-10.122,1,8,0.159,1.39e-05,0.974,0.145,0,510933,3,1955,1955,If I Were A Bell - live,Jazz
['Miles Davis'],[423829],0.635,0.238,0.557,111.016,-10.889,0,0,0.859,0.00125,0.101,0.0435,0,350067,3,1955,1955,Fran-Dance - alternate take,Jazz
['Miles Davis'],[423829],0.651,0.153,0.615,127.429,-19.424,0,5,0.586,0.000585,0.181,0.0346,0,85467,4,1955,1955,Freddie Freeloader - false start,Jazz
['Miles Davis'],[423829],0.557,0.164,0.224,113.929,-16.868,1,1,0.788,6.06e-05,0.117,0.0359,0,277173,9,1956,1956,In Your Own Sweet Way,Jazz
['Miles Davis'],[423829],0.56,0.18,0.252,118.562,-15.771,0,5,0.845,0.0236,0.075,0.0548,0,489027,6,1956,1956,There's No You,Jazz
['Miles Davis'],[423829],0.527,0.464,0.583,74.514,-13.514,1,3,0.23,0.218,0.18,0.067,0,571867,11,1962,1962,Walkin' - Live,Jazz
['Miles Davis'],[423829],0.558,0.561,0.401,124.751,-12.156,0,4,0.119,0.000391,0.195,0.0561,0,182467,23,1968,1968-03,Riot,Jazz
['Miles Davis'],[423829],0.416,0.312,0.362,80.884,-15.741,1,7,0.646,0.05,0.131,0.0355,0,720000,22,1968,1968-11,Filles de Kilimanjaro,Jazz
['Miles Davis'],[423829],0.45,0.769,0.41,111.223,-8.472,0,2,0.106,0.272,0.173,0.0425,0,1052707,27,1970,1970-04,Spanish Key,Jazz
['Miles Davis'],[423829],0.701,0.781,0.773,138.012,-10.139,1,2,0.177,0.0,0.138,0.129,0,369067,27,1972,10/11/1972,One and One,Jazz
['Miles Davis'],[423829],0.668,0.476,0.512,124.064,-13.867,0,0,0.461,0.369,0.272,0.0427,0,321533,33,1989,5/19/1989,Amandla,Jazz
['Miles Davis'],[423829],0.462,0.155,0.334,66.555,-16.42,0,10,0.909,0.631,0.0967,0.0399,0,424240,8,1956,1956,'Round ********,Jazz
['Miles Davis'],[423829],0.274,0.0879,0.107,121.251,-15.167,0,9,0.945,0.825,0.0635,0.038,0,378067,11,1959,1/1/1959,My Man's Gone Now - Mono Version,Jazz
['Miles Davis'],[423829],0.435,0.278,0.575,135.185,-13.52,0,9,0.653,5.04e-05,0.0842,0.0306,0,266440,11,1959,1/1/1959,It Ain't Necessarily So - Mono Version,Jazz
['Miles Davis'],[423829],0.102,0.0347,0.0435,67.199,-17.771,0,2,0.978,0.559,0.15,0.0431,0,252547,11,1959,1/1/1959,********** Strawberry and Devil Crab - Mono Version,Jazz
['Miles Davis'],[423829],0.395,0.374,0.73,135.342,-15.647,1,8,0.581,3.25e-06,0.211,0.0538,0,116907,20,1967,10/23/1967,Nothing Like You,Jazz
['Miles Davis'],[423829],0.465,0.38,0.34,133.01,-10.507,1,0,0.119,3.47e-05,0.214,0.0398,0,451093,22,1968,1968-03,Madness,Jazz
['Miles Davis'],[423829],0.432,0.404,0.264,144.019,-15.155,1,0,0.594,0.0296,0.115,0.0481,0,844107,22,1968,1968-11,Tout de suite,Jazz
['Miles Davis'],[423829],0.561,0.157,0.155,111.844,-16.234,0,5,0.879,0.795,0.0995,0.0425,0,993733,23,1969,7/30/1969,Mademoiselle Mabry - New Mix,Jazz
['Miles Davis'],[423829],0.0734,0.914,0.124,179.9,-8.921,1,1,0.0917,0.924,0.0377,0.0736,0,411160,24,1974,11/22/1974,Rated X,Jazz
['Miles Davis'],[423829],0.534,0.134,0.247,76.54,-16.215,0,0,0.847,0.0213,0.122,0.0418,0,348027,33,1987,1/1/1987,Green Haze,Jazz
['Miles Davis'],[423829],0.672,0.179,0.363,114.516,-15.428,1,3,0.861,0.00487,0.0937,0.0356,0,415040,8,1956,1956,Vierd *****,Jazz
['Miles Davis'],[423829],0.537,0.37,0.726,133.805,-11.835,0,2,0.808,0.000508,0.201,0.0352,0,341947,7,1956,1956,No Line,Jazz
['Miles Davis'],[423829],0.121,0.075,0.14,87.052,-17.165,1,5,0.967,0.000505,0.126,0.0335,0,243067,11,1959,1/1/1959,I Wants to Stay Here (aka I Loves You ******,Jazz
['Miles Davis'],[423829],0.435,0.196,0.198,123.088,-17.705,0,1,0.912,0.652,0.0972,0.0474,0,341693,21,1967,10/23/1967,Vonetta,Jazz
['Miles Davis'],[423829],0.33,0.663,0.265,88.42,-12.73,1,8,0.312,0.0976,0.0689,0.0626,0,441813,20,1967,10/23/1967,Limbo,Jazz
['Miles Davis'],[423829],0.153,0.0186,0.0345,83.24,-24.878,1,9,0.958,0.927,0.105,0.04,0,255400,23,1969,7/30/1969,In a Silent Way - New Mix,Jazz
['Miles Davis'],[423829],0.663,0.397,0.539,117.969,-8.541,0,0,0.411,0.738,0.146,0.0347,0,169787,25,1970,1970-04,Miles Runs the Voodoo Down - 45-rpm Single Edit,Jazz
['Miles Davis'],[423829],0.183,0.254,0.0935,62.267,-11.552,1,7,0.961,0.753,0.0777,0.035,0,194400,24,1971,11/17/1971,Little Church,Jazz
['Miles Davis'],[423829],0.447,0.672,0.564,119.188,-9.563,1,0,0.248,0.000712,0.349,0.0312,0,891373,23,1974,11/22/1974,Maiysha,Jazz
['Miles Davis'],[423829],0.533,0.438,0.673,133.686,-10.619,0,2,0.768,0.000835,0.371,0.0361,0,339067,7,1956,1956,No Line - Rudy Van Gelder Remaster,Jazz
['Miles Davis'],[423829],0.668,0.146,0.372,114.594,-17.361,1,3,0.868,0.00361,0.0753,0.0363,0,411333,5,1956,1956,Vierd *****,Jazz
['Miles Davis'],[423829],0.523,0.483,0.876,120.662,-12.125,0,9,0.269,0.0,0.34,0.0471,0,357430,7,1957,3/18/1957,Ah-Leu-Cha - Mono Version,Jazz
['Miles Davis'],[423829],0.65,0.207,0.598,82.909,-13.384,0,5,0.542,0.000918,0.148,0.04,0,428408,8,1957,3/18/1957,All of You - Mono Version,Jazz
['Miles Davis'],[423829],0.206,0.0987,0.107,81.039,-19.116,0,2,0.629,0.554,0.596,0.0379,0,1024093,10,1962,1962,En Aranjuez Con Tu Amor (adagio from Concierto de Aranjuez) - Live,Jazz
['Miles Davis'],[423829],0.464,0.359,0.555,86.984,-13.065,0,7,0.831,0.000929,0.847,0.0767,0,832227,14,1964,1964,Autumn Leaves - Live Version,Jazz
